Attraction_id,myAttraction_name,Combined_Attraction_Name,Attraction_name,User_Review_Score,Category,City,District,Number_of_Records,Place,State,Website,Formatted_Address,Lat,Lng,Pincode,Exc_frm_vislzn,Keywords
3147,Kukke Subrahmanya Temple,Kukke Subrahmanya Temple-KarnatakaHeritage,Kukke Subrahmanya Temple,4.36,Heritage,Sakleshpur,Hassan District,1,Sakleshpur,Karnataka,HolidayIQ,"Temple, Mangalore Bangalore Highway, Sakleshpur, Hassan District, Sakleshpur, Karnataka",12.945542,75.788343,573134,No,"['temple', 'mountain', 'river', 'shrine', 'way', 'deity', 'consort', 'son', 'premise', 'village', 'rite', 'abode', 'forest']"
3148,Kuleshvara Mahadeva Temple,Kuleshvara Mahadeva Temple-ChhattisgarhHeritage,Kuleshvara Mahadeva Temple,NULL,Heritage,NULL,Raipur District,1,Raipur,Chhattisgarh,HolidayIQ,"Temple, Raipur, Raipur District, Chhattisgarh",21.334003,81.658356,493221,No,"['inscription', 'island', 'period', 'shrine']"
3149,Kulpakji ( Kolanupaka Temple),Kulpakji ( Kolanupaka Temple)-TelanganaHeritage,Kulpakji ( Kolanupaka Temple),NULL,Heritage,NULL,Nalgonda District,1,Nalgonda,Telangana,HolidayIQ,"Temple, Nalgonda, Nalgonda District, Telangana",17.099064,79.262876,508001,No,#N/A
3150,Kumaraswamy Temple,Kumaraswamy Temple-KarnatakaHeritage,Kumaraswamy Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Kumaraswamy Temple, Mount Joy Extension, Hanumantha Nagar, Bangalore South, Bangalore District, Bengaluru, Karnataka",12.940025,77.562203,560019,No,#N/A
3151,Krishna Mandir,Krishna Mandir-TelanganaHeritage,Krishna Mandir,NULL,Heritage,Hyderabad,Rangareddy District,1,Hyderabad,Telangana,HolidayIQ,"Krishna Mandir, TKR College Road, Midhani Colony, Ambedkar Nagar, Jillela Guda, Saroornagar, Rangareddy District, Hyderabad, Telangana",17.334474,78.53741,500097,No,#N/A
3152,Kumari Amma Temple,Kumari Amma Temple-KarnatakaHeritage,Kumari Amma Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Siva Amma Temple, 1st Cross Road, Kengeri Fort, Kengeri Satellite Town, Bangalore South, Bangalore District, Bengaluru, Karnataka",12.90968,77.483711,560060,No,#N/A
3153,Kumbha Shyam Temple,Kumbha Shyam Temple-RajasthanHeritage,Kumbha Shyam Temple,4.96,Heritage,Chittaurgarh,Chittaurgarh District,1,Chittorgarh,Rajasthan,HolidayIQ,"Kumbha Shyam Temple, Chittaurgarh Fort Village, Chittaurgarh, Chittaurgarh District, Chittaurgarh, Rajasthan",24.890476,74.645012,312001,No,"['temple', 'fort']"
3154,Kumbhalgarh Fort,Kumbhalgarh Fort-RajasthanHeritage,Kumbhalgarh Fort,4.39,Heritage,NULL,Rajsamand District,1,Kumbhalgarh,Rajasthan,HolidayIQ,"Kumbhalgarh Fort, Kumbhalgarh, Rajsamand District, Rajasthan",25.147872,73.582041,313325,No,"['fort', 'palace', 'gate', 'temple', 'citadel', 'sacrifice', 'peak', 'pilgrim', 'watchtower', 'area', 'bastion', 'legend', 'battlement', 'construction', 'series', 'height', 'century', 'bank', 'compound', 'metre']"
3155,Kunda Satyanarayana Kala Dhamam ,Kunda Satyanarayana Kala Dhamam - Mythological Museum-TelanganaHeritage,Kunda Satyanarayana Kala Dhamam - Mythological Museum,NULL,Heritage,NULL,Nalgonda District,1,Nalgonda,Telangana,HolidayIQ,"Satyanarayana Rice Mill, Miryalaguda, Nalgonda District, Telangana",16.809556,79.531167,508208,No,#N/A
3156,Kundi Bhandara,Kundi Bhandara-Madhya PradeshHeritage,Kundi Bhandara,4.85,Heritage,NULL,Burhanpur District,1,Burhanpur,Madhya Pradesh,HolidayIQ,"Kundi Bhandara, Burhanpur, Burhanpur District, Madhya Pradesh",21.337662,76.182332,450331,No,#N/A
3157,Kunjaban Palace,Kunjaban Palace-TripuraHeritage,Kunjaban Palace,4.78,Heritage,Agartala,West Tripura District,1,Agartala,Tripura,HolidayIQ,"Kunjaban, Mohanpur, West Tripura District, Agartala, Tripura",23.831293,91.278956,799001,No,"['palace', 'dissolution', 'park', 'memory', 'residence', 'public', 'garden', 'monarch', 'carving', 'construction', 'song', 'state', 'hillock', 'building', 'plan', 'king', 'km', 'south', 'recreation', 'retreat']"
3158,Kunnappilly Sree Krishna Temple,Kunnappilly Sree Krishna Temple-KeralaHeritage,Kunnappilly Sree Krishna Temple,NULL,Heritage,Angamaly,Ernakulam District,1,Angamaly,Kerala,HolidayIQ,"Temple, Aluva, Ernakulam District, Angamaly, Kerala",10.202335,76.382514,683572,No,#N/A
3159,Krishna Mandir,Krishna Mandir-Madhya PradeshHeritage,Krishna Mandir,NULL,Heritage,Bhopal,Bhopal District,1,Bhopal,Madhya Pradesh,HolidayIQ,"Krishna Mandir, Khajuri Kalan, Huzur, Bhopal District, Bhopal, Madhya Pradesh",23.238442,77.495752,462022,No,#N/A
3160,Kunnumpara Temple,Kunnumpara Temple-KeralaHeritage,Kunnumpara Temple,NULL,Heritage,NULL,Thiruvananthapuram District,1,Trivandrum(Thiruvananthapuram),Kerala,HolidayIQ,"Temple, Thiruvananthapuram, Thiruvananthapuram District, Kerala",8.604901,76.820317,695303,No,#N/A
3161,Kuntloor Hanuman Temple,Kuntloor Hanuman Temple-TelanganaHeritage,Kuntloor Hanuman Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Hanuman Temple, Nagar Khana Hanuman Temple Road, Nagar Khana, Begum Bazar, Asifnagar, Hyderabad District, Hyderabad, Telangana",17.37341,78.466642,500012,No,#N/A
3162,Krishna Mandir,Krishna Mandir-GujaratHeritage,Krishna Mandir,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Radha Krishna Mandir, Patel Nagar, Shahwadi Village, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",22.96379,72.58311,382405,No,#N/A
3163,Kurdi Wale Guru Ka Mandir,Kurdi Wale Guru Ka Mandir-HaryanaHeritage,Kurdi Wale Guru Ka Mandir,NULL,Heritage,Kurukshetra,Kurukshetra District,1,Kurukshetra,Haryana,HolidayIQ,"Kurdi Wale Guru Ka Mandir, Dara Kalan, Thanesar, Kurukshetra District, Kurukshetra, Haryana",29.954376,76.856332,136118,No,#N/A
3164,Kuriakose Pastors Church,Kuriakose Pastors Church-KeralaHeritage,Kuriakose Pastors Church,NULL,Heritage,Thrissur,Thrissur District,1,Thrissur (Trichur),Kerala,HolidayIQ,"Church, Thrissur, Thrissur District, Thrissur, Kerala",10.510866,76.259509,680751,No,#N/A
3165,Kurukshetra Panorama & Science Centre,Kurukshetra Panorama & Science Centre-HaryanaHeritage,Kurukshetra Panorama & Science Centre,4.31,Heritage,Kurukshetra,Kurukshetra District,1,Kurukshetra,Haryana,HolidayIQ,"Kurukshetra Panorama & Science Museum, Railway Station Area, Thanesar, Kurukshetra District, Kurukshetra, Haryana",29.965984,76.833932,136118,No,#N/A
3166,Kurumbakavu Temple,Kurumbakavu Temple-KeralaHeritage,Kurumbakavu Temple,NULL,Heritage,Thrissur,Thrissur District,1,Thrissur (Trichur),Kerala,HolidayIQ,"Temple, Thrissur Road, Sakthan, Laloor, Thrissur, Thrissur District, Thrissur, Kerala",10.517718,76.183972,680012,No,#N/A
3167,Kurumbera Fort,Kurumbera Fort-West BengalHeritage,Kurumbera Fort,NULL,Heritage,NULL,Paschim Medinipur District,1,Midnapore,West Bengal,HolidayIQ,"Midnapore, Paschim Medinipur District, West Bengal",22.418272,87.323795,0,No,"['fort', 'wall', 'quarter', 'temple', 'mosque', 'km', 'attraction', 'structure']"
3168,Kurumpalanathar Temple,Kurumpalanathar Temple-Tamil NaduHeritage,Kurumpalanathar Temple,NULL,Heritage,NULL,Tirunelveli District,1,Tirunelveli,Tamil Nadu,HolidayIQ,"Temple, NH 44, Radhapuram, Tirunelveli District, Tamil Nadu",8.28636,77.569957,627133,No,"['temple', 'shrine', 'festival', 'idol', 'sabha', 'shakti', 'complex', 'hall', 'premise', 'dance', 'prakaram', 'month', 'chitra']"
3169,Kushaliya Mosque First,Kushaliya Mosque First-DelhiHeritage,Kushaliya Mosque First,NULL,Heritage,New Delhi,Central District,1,New Delhi,Delhi,HolidayIQ,"Mosque, Kalan Mahal, Daryaganj, Darya Ganj, Central District, New Delhi, Delhi",28.648205,77.238007,110002,No,#N/A
3170,Krishna Mandir,Krishna Mandir-MaharashtraHeritage,Krishna Mandir,4.45,Heritage,Nashik,Nashik District,1,Nasik,Maharashtra,HolidayIQ,"Krishna Mandir, Chetana Nagar, Indira Nagar, Nashik, Nashik District, Nashik, Maharashtra",18.657948,73.770094,422009,No,#N/A
3171,Kushmeshwar Temple,Kushmeshwar Temple-MaharashtraHeritage,Kushmeshwar Temple,NULL,Heritage,Shrivardhan,Raigarh District;Raigad District,1,Shriwardhan,Maharashtra,HolidayIQ,"Shriwardhan Laxmi Chaya, Maheshwar Ali Road, Shrivardhan, Raigarh District, Shrivardhan, Maharashtra",18.054535,73.007069,402110,No,"['temple', 'village', 'proximity', 'stone', 'carving', 'structure']"
3172,Kutch Fossil Park,Kutch Fossil Park-GujaratHeritage,Kutch Fossil Park,4.47,Heritage,Bhuj,Kachchh District,1,Bhuj,Gujarat,HolidayIQ,"Heena Park, Madhapara, Bhuj, Kachchh District, Bhuj, Gujarat",23.347472,69.261827,370001,No,#N/A
3173,Kutch Museum,Kutch Museum-GujaratHeritage,Kutch Museum,3.81,Heritage,Bhuj,Kachchh District,1,Bhuj,Gujarat,HolidayIQ,"Kutch Museum, Ghanshyam Nagar, Bhuj, Kachchh District, Bhuj, Gujarat",23.248777,69.666471,370001,No,#N/A
3174,Kuthar Fort,Kuthar Fort-Himachal PradeshHeritage,Kuthar Fort,4.21,Heritage,NULL,Solan District,1,Solan,Himachal Pradesh,HolidayIQ,"Kuthar Fort, SH 9, Krishangarh, Solan District, Himachal Pradesh",30.975416,76.990326,173225,No,"['year', 'water', 'attraction', 'spring', 'fort']"
3175,Kuthiramalika Palace Museum,Kuthiramalika Palace Museum-KeralaHeritage,Kuthiramalika Palace Museum,4.17,Heritage,Thiruvananthapuram,Thiruvananthapuram District,1,Trivandrum(Thiruvananthapuram),Kerala,HolidayIQ,"Sweet Palace, Kumarapuram Road, Trivandrum, Thiruvananthapuram, Thiruvananthapuram District, Thiruvananthapuram, Kerala",8.482727,76.945605,695011,No,"['wall', 'painting', 'palace', 'city', 'jewelry', 'destination', 'year', 'metal', 'architecture', 'exterior', 'idol', 'sculpture', 'name', 'art', 'style', 'exhibit', 'portrait', 'armory', 'family', 'horse']"
3176,Kutiya Hanuman Temple,Kutiya Hanuman Temple-TelanganaHeritage,Kutiya Hanuman Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Hanuman Temple, Nagar Khana Hanuman Temple Road, Nagar Khana, Begum Bazar, Asifnagar, Hyderabad District, Hyderabad, Telangana",17.37341,78.466642,500012,No,#N/A
3177,Krishna Mandir,Krishna Mandir-MaharashtraHeritage,Krishna Mandir,4.45,Heritage,Satara,Satara District,1,Satara,Maharashtra,HolidayIQ,"Krishna Mandir, Dhangarwadi, Satara, Satara District, Satara, Maharashtra",18.657948,73.770094,415004,No,#N/A
3178,Kuttanellur Temple,Kuttanellur Temple-KeralaHeritage,Kuttanellur Temple,NULL,Heritage,Thrissur,Thrissur District,1,Thrissur (Trichur),Kerala,HolidayIQ,"Neha Construction, Ayyanthole Road, Kuttanellur, Thrissur, Thrissur District, Thrissur, Kerala",10.535766,76.183546,680003,No,#N/A
3179,Kuvempu Ranga Mandir,Kuvempu Ranga Mandir-KarnatakaHeritage,Kuvempu Ranga Mandir,NULL,Heritage,Shivamogga,Shimoga District,1,Shimoga,Karnataka,HolidayIQ,"Kuvempu Ranga Mandir, Tank Mohalla, Shimoga, Shimoga District, Shivamogga, Karnataka",13.934773,75.57767,577201,No,#N/A
3180,Kuvempu Ranga Mandira,Kuvempu Ranga Mandira-KarnatakaHeritage,Kuvempu Ranga Mandira,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Kuvempu Ranga Mandira, 6th Cross Road, BDA Layout, Avalahalli, Giri Nagar, Bangalore South, Bangalore District, Bengaluru, Karnataka",12.943889,77.543056,560085,No,#N/A
3181,Krishna Mandir,Krishna Mandir-MaharashtraHeritage,Krishna Mandir,4.45,Heritage,NULL,Parbhani District,1,Parbhani,Maharashtra,HolidayIQ,"Radha Krishna Mandir, SH 217, Parbhani, Parbhani District, Maharashtra",18.657948,73.770094,431540,No,#N/A
3182,Kuvempu's House,Kuvempu's House-KarnatakaHeritage,Kuvempu's House,NULL,Heritage,NULL,Shimoga District,1,Shimoga,Karnataka,HolidayIQ,"Gajanur Guest House, NH 169, Shimoga, Shimoga District, Karnataka",13.844247,75.523402,577203,No,#N/A
3183,KV Temple,KV Temple-KarnatakaHeritage,KV Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"KV Temple, Old Tharagupete Cross Road, Sowrashtrapete, Chickpete, Bangalore North, Bangalore District, Bengaluru, Karnataka",12.971001,77.573542,560053,No,#N/A
3184,Lachung Temple,Lachung Temple-Jammu & KashmirHeritage,Lachung Temple,NULL,Heritage,NULL,Leh Ladakh District,1,Ladakh (Leh),Jammu & Kashmir,HolidayIQ,"Lakhang Nyerma, NH 3, Leh, Leh Ladakh District, Jammu & Kashmir",34.056545,77.666749,194201,No,#N/A
3185,Ladakh Buddhist Worship Place,Ladakh Buddhist Worship Place-DelhiHeritage,Ladakh Buddhist Worship Place,NULL,Heritage,New Delhi,Central District,1,New Delhi,Delhi,HolidayIQ,"Ladakh Buddhist Worship Place, MG Road, Ladakh Budh Vihar Colony, Civil Lines, Central District, New Delhi, Delhi",28.673108,77.231508,110054,No,#N/A
3186,Laddu Muttyana Temple,Laddu Muttyana Temple-KarnatakaHeritage,Laddu Muttyana Temple,NULL,Heritage,NULL,Bagalkot District,1,Bagalkot,Karnataka,HolidayIQ,"Temple, Bagalkot, Bagalkot District, Karnataka",16.14772,75.728061,587111,No,#N/A
3187,Ladkhan Temple,Ladkhan Temple-KarnatakaHeritage,Ladkhan Temple,NULL,Heritage,Badami,Bagalkot District,1,Badami,Karnataka,HolidayIQ,"Shiva Temple, Anand Nagar, Badami, Bagalkot District, Badami, Karnataka",15.923817,75.68196,587201,No,#N/A
3188,Krishna Mandir,Krishna Mandir-MaharashtraHeritage,Krishna Mandir,4.45,Heritage,Pimpri Chinchwad,Pune District,1,Pimpri-Chinchwad,Maharashtra,HolidayIQ,"Krishna Mandir, RG Patel Road, Sector 25 Pradhikaran, Nigdi, Haveli, Pune District, Pimpri Chinchwad, Maharashtra",18.657948,73.770094,411044,No,#N/A
3189,Ladlesh Ji Mandir,Ladlesh Ji Mandir-Madhya PradeshHeritage,Ladlesh Ji Mandir,NULL,Heritage,Burhanpur,Burhanpur District,1,Burhanpur,Madhya Pradesh,HolidayIQ,"Ladlesh Ji Mandir, Sanjay Nagar, Burhanpur, Burhanpur District, Burhanpur, Madhya Pradesh",21.301872,76.227522,450331,No,#N/A
3190,Lado Sarai Mosque,Lado Sarai Mosque-DelhiHeritage,Lado Sarai Mosque,NULL,Heritage,New Delhi,South District,1,New Delhi,Delhi,HolidayIQ,"Firni Road, Lado Sarai Extension, Lado Sarai, Hauz Khas, South District, New Delhi, Delhi",28.52925942,77.19342059,110030,No,#N/A
3191,Lady Of Sorrows Church,Lady Of Sorrows Church-TelanganaHeritage,Lady Of Sorrows Church,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Lady of Sorrows Church, Nawab Sahab Kunta Road, Nawab Sahab Kunta, Bandlaguda, Hyderabad District, Hyderabad, Telangana",17.340298,78.459513,500053,No,#N/A
3192,Lady Wilson Museum,Lady Wilson Museum-GujaratHeritage,Lady Wilson Museum,NULL,Heritage,Valsad,Valsad District,1,Valsad,Gujarat,HolidayIQ,"Morarji Desai Museum, SH 6, Kapadia Chawl, Valsad, Valsad District, Valsad, Gujarat",20.610952,72.931094,396001,No,"['museum', 'section', 'art', 'music', 'ragas', 'anthropology', 'instrument', 'zoology', 'construction', 'painting', 'doll', 'animal', 'subject', 'composition', 'display', 'toy', 'style', 'geology', 'specimen', 'basis']"
3193,Krishna Temple,Krishna Temple-GoaHeritage,Krishna Temple,NULL,Heritage,Panaji,North Goa District,1,Panjim,Goa,HolidayIQ,"Krishna Temple, Nagalli Hills Colony, Dona Paula, Tiswadi, North Goa District, Panaji, Goa",15.462105,73.817104,403002,No,#N/A
3194,Lagumamma Temple,Lagumamma Temple-KarnatakaHeritage,Lagumamma Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Lagumamma Temple, Tyayakana Halli, Anekal, Bangalore District, Bengaluru, Karnataka",12.831,77.78235,562107,No,#N/A
3195,Lahartara,Lahartara-Uttar PradeshHeritage,Lahartara,NULL,Heritage,Varanasi,Varanasi District,1,Varanasi,Uttar Pradesh,HolidayIQ,"Lahartara, Varanasi, Varanasi District, Varanasi, Uttar Pradesh",25.316101,82.972825,221106,No,#N/A
3196,Krishna Temple,Krishna Temple-MaharashtraHeritage,Krishna Temple,4.34,Heritage,Solapur,Solapur District,1,Solapur,Maharashtra,HolidayIQ,"Krishna Temple, Dwaraka Nagri, Rana Pratap Nagar, Solapur North, Solapur District, Solapur, Maharashtra",21.079634,74.786457,413004,No,#N/A
3197,Lake Palace,Lake Palace-RajasthanHeritage,Lake Palace,4.49,Heritage,Udaipur,Udaipur District,1,Udaipur,Rajasthan,HolidayIQ,"OyoRooms, Lake Palace Road, Gulab Bagh, Girwa, Udaipur District, Udaipur, Rajasthan",24.575209,73.6909,313001,No,#N/A
3198,Lakeshwar Mahadev Mandir,Lakeshwar Mahadev Mandir-GujaratHeritage,Lakeshwar Mahadev Mandir,NULL,Heritage,Ahmedabad,Ahmadabad District,1,Ahmedabad,Gujarat,HolidayIQ,"Lakeshwar Mahadev Mandir, Bhakti Nagar Society, Bapunagar, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.035724,72.63157,380024,No,#N/A
3199,Lakhi Narayan Bari,Lakhi Narayan Bari-RajasthanHeritage,Lakhi Narayan Bari,NULL,Heritage,Bari,Dhaulpur District,1,Kailashahar,Rajasthan,HolidayIQ,"Bari Railway Station, Dhanaro Road, Bari, Dhaulpur District, Bari, Rajasthan",26.649862,77.617667,328021,No,"['monument', 'temple', 'icon']"
3200,Lakhota Fort,Lakhota Fort-GujaratHeritage,Lakhota Fort,4.48,Heritage,Jamnagar,Jamnagar District,1,Jamnagar,Gujarat,HolidayIQ,"Lakhota Fort, Bhikshujee Marg, Lal Colony, Jamnagar, Jamnagar District, Jamnagar, Gujarat",22.466497,70.067157,361001,No,"['museum', 'fort', 'palace', 'journey', 'semi', 'musket', 'collection', 'wednesday', 'powder', 'guardroom', 'bastion', 'day', 'pavilion', '9th', 'island', 'flask', 'housing', 'jetty', 'turret', 'appearance']"
3201,Lakhota Museum,Lakhota Museum-GujaratHeritage,Lakhota Museum,3.87,Heritage,Jamnagar,Jamnagar District,1,Jamnagar,Gujarat,HolidayIQ,"Lakhota Museum, Bhikshujee Marg, Lal Colony, Jamnagar, Jamnagar District, Jamnagar, Gujarat",22.464701,70.06958,361001,No,#N/A
3202,Lakhota Palace,Lakhota Palace-GujaratHeritage,Lakhota Palace,3.84,Heritage,Jamnagar,Jamnagar District,1,Jamnagar,Gujarat,HolidayIQ,"Samarth Hair Palace, Sadhana Colony, Jamnagar, Jamnagar District, Jamnagar, Gujarat",22.44442,70.06591,361005,No,#N/A
3203,Lakhpat Gurudwara Sahib,Lakhpat Gurudwara Sahib-GujaratHeritage,Lakhpat Gurudwara Sahib,4.74,Heritage,Bhuj,Kachchh District,1,Bhuj,Gujarat,HolidayIQ,"Gurudwara, Vikash Apartment, Lal Tekri, Bhuj, Kachchh District, Bhuj, Gujarat",23.248266,69.674392,370001,No,#N/A
3204,Lakkundi Musuem,Lakkundi Musuem-KarnatakaHeritage,Lakkundi Musuem,NULL,Heritage,NULL,Gadag District,1,Gadag,Karnataka,HolidayIQ,"Lakkundi, Gadag, Gadag District, Karnataka",15.39163,75.716436,582115,No,"['museum', 'reign', 'collection', 'artwork', 'king', 'coin']"
3205,Lakshimidevi Temple,Lakshimidevi Temple-TelanganaHeritage,Lakshimidevi Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Temple, Ibrahim Bagh, Golconda, Hyderabad District, Hyderabad, Telangana",17.381665,78.381267,500031,No,#N/A
3206,Krishna Temple,Krishna Temple-MaharashtraHeritage,Krishna Temple,4.34,Heritage,NULL,Dhule District,1,Dhule,Maharashtra,HolidayIQ,"Krishna Temple, Dhule, Dhule District, Maharashtra",21.079634,74.786457,424309,No,#N/A
3207,Lakshmana Temple,Lakshmana Temple-Madhya PradeshHeritage,Lakshmana Temple,4.1,Heritage,Khajuraho,Chhatarpur District,1,Khajuraho,Madhya Pradesh,HolidayIQ,"Temple Cafe, Sewagram, Rajnagar, Chhatarpur District, Khajuraho, Madhya Pradesh",24.851456,79.924714,471606,No,"['temple', 'image', 'platform', 'shrine', 'corner', 'avatar', 'figure', 'housing', 'man', 'mythology', 'ad', 'scene', 'inscription', 'head', 'parade', 'ornate', 'sculpture', 'battle', 'subsidiary', 'direction']"
3208,Lakshmangarh,Lakshmangarh-RajasthanHeritage,Lakshmangarh,NULL,Heritage,Nawalgarh,Jhunjhunun District,1,Shekhawati,Rajasthan,HolidayIQ,"Jhunjhunun District, Nawalgarh, Rajasthan",27.851099,75.267107,0,No,"['attraction', 'town', 'century']"
3209,Lakshmi Ganapathi Temple,Lakshmi Ganapathi Temple-TelanganaHeritage,Lakshmi Ganapathi Temple,NULL,Heritage,Hyderabad,Rangareddy District,1,Hyderabad,Telangana,HolidayIQ,"Lakshmi Ganapathi Temple, Bharat Nagar, LB Nagar, Saroornagar, Rangareddy District, Hyderabad, Telangana",17.361983,78.5531,500074,No,#N/A
3210,Lakshmi Kantha Swami Temple,Lakshmi Kantha Swami Temple-KarnatakaHeritage,Lakshmi Kantha Swami Temple,NULL,Heritage,Mysuru,Mysore District,1,Mysore,Karnataka,HolidayIQ,"Lakshmi Kantha Swami Temple, Hebbal Industrial Area, Mysore, Mysore District, Mysuru, Karnataka",12.362456,76.606182,570016,No,#N/A
3211,Lakshmi Keshav Temple,Lakshmi Keshav Temple-MaharashtraHeritage,Lakshmi Keshav Temple,NULL,Heritage,NULL,Ratnagiri District,1,Ratnagiri,Maharashtra,HolidayIQ,"Shri Laxmi Keshav Mandir, Ratnagiri, Ratnagiri District, Maharashtra",16.952674,73.311361,415612,No,"['temple', 'idol', 'hill', 'hand', 'sea', 'record', 'destination', 'guardian', 'pilgrimage', 'vehicle', 'distance', 'dome', 'foot', 'right', 'attack', 'station.,buses', 'water', 'elevation', 'time', 'stone']"
3212,Lakshmi Mandir,Lakshmi Mandir-KarnatakaHeritage,Lakshmi Mandir,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Lakshmi Mandir, Shreepuram Main Road, LIC Block, Nandini Layout, Bangalore North, Bangalore District, Bengaluru, Karnataka",13.009257,77.538244,560096,No,#N/A
3213,Lakshmi Narasimha Temple,Lakshmi Narasimha Temple-TelanganaHeritage,Lakshmi Narasimha Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Lakshmi Narasimha, Ashoka Marg, Hemwanti Nagar, Erragadda, Ameerpet, Hyderabad District, Hyderabad, Telangana",17.455269,78.424838,500018,No,#N/A
3214,Kumaraswamy Temple,Kumaraswamy Temple-Tamil NaduHeritage,Kumaraswamy Temple,NULL,Heritage,Tirunelveli,Tirunelveli District,1,Tirunelveli,Tamil Nadu,HolidayIQ,"Temple, Thimmaraja Puram, Tirunelveli, Tirunelveli District, Tirunelveli, Tamil Nadu",8.726606,77.732066,627001,No,"['temple', 'idol', 'god', 'shrine', 'prakaram', 'premise', 'peacock', 'festival', 'year', 'deity', 'wife']"
3215,Lakshmi Narayan Mandir,Lakshmi Narayan Mandir-MaharashtraHeritage,Lakshmi Narayan Mandir,NULL,Heritage,Pimpri Chinchwad,Pune District,1,Pimpri-Chinchwad,Maharashtra,HolidayIQ,"Lakshmi Narayan Mandir, Thergaon, Mulshi, Pune District, Pimpri Chinchwad, Maharashtra",18.622377,73.772771,411033,No,#N/A
3216,Lakshmi Narayan Swami,Lakshmi Narayan Swami-KarnatakaHeritage,Lakshmi Narayan Swami,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Sri Lakshmi Narayan Provision Store, 11th Main Road, Maruthi Layout, Hongasandra, Bangalore South, Bangalore District, Bengaluru, Karnataka",12.892268,77.621519,560068,No,#N/A
3217,Lakshmi Narayan Temple,Lakshmi Narayan Temple-RajasthanHeritage,Lakshmi Narayan Temple,4.63,Heritage,Jaipur,Jaipur District,1,Jaipur,Rajasthan,HolidayIQ,"Lakshmi Narayan Temple, Anita Colony, Bajaj Nagar Near Gandhi Nagar, Sanganer, Jaipur District, Jaipur, Rajasthan",26.870909,75.801098,302015,No,"['temple', 'deity', 'marble', 'city', 'shrine', 'museum', '1980s', 'stone', 'construction', 'collection', 'family', 'footstep', 'wife']"
3218,Lakshmi Narasimha Temple,Lakshmi Narasimha Temple-KarnatakaHeritage,Lakshmi Narasimha Temple,3.17,Heritage,Hampi,Bellary District,1,Hampi,Karnataka,HolidayIQ,"Lakshmi Narasimha Temple, SH 131, Hospet, Bellary District, Hampi, Karnataka",15.329083,76.458912,583239,No,"['monument', 'tourist', 'weather', 'statue', 'heat', 'invasion', 'pilgrimage', 'lap', 'peak', 'guide', 'destination', 'position', 'icon', 'cross', 'man', 'hotspot', 'moped', 'hand', 'heritage', 'rock']"
3219,Lakshmi Temple,Lakshmi Temple-OdishaHeritage,Lakshmi Temple,4.2,Heritage,NULL,Puri District,1,Puri,Odisha,HolidayIQ,"Temple, Satyabadi, Puri District, Odisha",19.947836,85.821168,752014,No,"['marriage', 'role', 'temple', 'shrine']"
3220,Lakshminarayana Temple,Lakshminarayana Temple-Tamil NaduHeritage,Lakshminarayana Temple,NULL,Heritage,NULL,Tirunelveli District,1,Tirunelveli,Tamil Nadu,HolidayIQ,"Temple, NH 44, Radhapuram, Tirunelveli District, Tamil Nadu",8.28636,77.569957,627133,No,"['temple', 'idol', 'shrine', 'mandapam', 'sanctum', 'discus', 'shore', 'km', 'distance', 'hand', 'village', 'hall', 'ceiling', 'attraction', 'deity']"
3221,Lakshmiramana Swamy Temple,Lakshmiramana Swamy Temple-KarnatakaHeritage,Lakshmiramana Swamy Temple,4.87,Heritage,Mysuru,Mysore District,1,Mysore,Karnataka,HolidayIQ,"Ancient Sri Lakshmiramana Swamy Temple, Mysore Palace, Mysore, Mysore District, Mysuru, Karnataka",12.30344,76.65522,570004,No,"['temple', 'year', 'inscription', 'complex', 'hand', 'tower', 'finial', 'coronation', 'gopura', 'century', 'form', 'grant', 'father', 'shrine', 'origin', 'foot', 'venue', 'statue', 'deity']"
