Attraction_id,myAttraction_name,Combined_Attraction_Name,Attraction_name,User_Review_Score,Category,City,District,Number_of_Records,Place,State,Website,Formatted_Address,Lat,Lng,Pincode,Exc_frm_vislzn,Keywords
9130,Jagannath Temple,Jagannath Temple-JharkhandHeritage,Jagannath Temple,4.55,Heritage,Ranchi,Ranchi District,1,Ranchi,Jharkhand,TripAdvisor,"Jagannath Temple, Khataal, Jagannathpur, Namkum, Ranchi District, Ranchi, Jharkhand",23.316869,85.281769,834004,No,#N/A
9131,Shey Monastery,Shey Monastery-Jammu & KashmirHeritage,Shey Monastery,4.02,Heritage,Leh,Leh Ladakh District,1,Indus River Leh,Jammu & Kashmir,TripAdvisor,"Indus Himalayan Explorers, Fort Road, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.163705,77.582633,194101,No,#N/A
9132,Gurdwara Pathar Sahib,Gurdwara Pathar Sahib-Jammu & KashmirHeritage,Gurdwara Pathar Sahib,4.32,Heritage,Leh,Leh Ladakh District,1,Leh-Kargil Road Ropar Leh 194101,Jammu & Kashmir,TripAdvisor,"Upper Tukcha Road, Leh, Leh Ladakh District, Leh, Jammu & Kashmir",34.16857118,77.57120962,194101,No,#N/A
9133,Rao Jodha Ji Statue,Rao Jodha Ji Statue-RajasthanHeritage,Rao Jodha Ji Statue,3.76,Heritage,Jodhpur,Jodhpur District,1,Near Jaswant Thada Jodhpur,Rajasthan,TripAdvisor,"Jaswant Thada, Lawaran, Jodhpur, Jodhpur District, Jodhpur, Rajasthan",26.303933,73.024857,342001,No,#N/A
9134,Muniyaras Caves,Muniyaras Caves-KeralaHeritage,Muniyaras Caves,3.95,Heritage,NULL,Idukki District,1,Kanthalloor Road 1 Km from Marayoor Marayur,Kerala,TripAdvisor,"Kanthalloor, Devikulam, Idukki District, Kerala",10.213051,77.175833,685620,No,#N/A
9136,Hattibet,Hattibet-Devarjan-MaharashtraHeritage,Hattibet-Devarjan,4.38,Heritage,NULL,Latur District,1,Near Udgir Town Latur,Maharashtra,TripAdvisor,"Udgir, Latur District, Maharashtra",18.387348,77.118776,0,No,#N/A
9137,Diwan,Diwan-i-Am-DelhiHeritage,Diwan-i-Am,4.08,Heritage,New Delhi,Central District,1,Lal Qila Red Fort New Delhi 110001,Delhi,TripAdvisor,"Lal Qila, Red Fort, Kotwali, Central District, New Delhi, Delhi",28.655896,77.238711,110006,No,#N/A
9138,Bandra Fort,Bandra Fort-MaharashtraHeritage,Bandra Fort,4.33,Heritage,Mumbai,Mumbai Suburban District,1,Bandstand Road Mount Mary Mumbai,Maharashtra,TripAdvisor,"Bandstand Road, Band Stand, Bandra West, Mumbai Suburban, Mumbai Suburban District, Mumbai, Maharashtra",19.04626997,72.81967282,400050,No,#N/A
9139,Ettumanoor Mahadeva Temple,Ettumanoor Mahadeva Temple-KeralaHeritage,Ettumanoor Mahadeva Temple,4.26,Heritage,Kureekkad,Ernakulam District,1,10 Km From Kottayam Town Kumarakom 682312,Kerala,TripAdvisor,"Chottanikkara Bhagawathi Temple, Chottanikkara Kizhkavu Road, Kanayannur, Ernakulam District, Kureekkad, Kerala",9.933056,76.391111,682312,No,#N/A
9140,Chinese Fishing Nets,Chinese Fishing Nets-KeralaHeritage,Chinese Fishing Nets,3.94,Heritage,Kochi,Ernakulam District,1,Fort Kochi Beach Kochi-682001 Kerala India Kochi (Cochin) 682001,Kerala,TripAdvisor,"Fort Kochi Beach, Fort Kochi, Kochi, Ernakulam District, Kochi, Kerala",9.967144,76.239843,682001,No,#N/A
9141,Gurudwara Sis Ganj Sahib,Gurudwara Sis Ganj Sahib-DelhiHeritage,Gurudwara Sis Ganj Sahib,3.87,Heritage,New Delhi,Central District,1,Chandni Chowk Near Red Fort New Delhi,Delhi,TripAdvisor,"Lal Qila, Red Fort, Kotwali, Central District, New Delhi, Delhi",28.655896,77.238711,110006,No,#N/A
9142,Dinosaur Fossil Park,Dinosaur Fossil Park-GujaratHeritage,Dinosaur Fossil Park,4.17,Heritage,Balasinor,Mahisagar District,1,Garden Palace Balasinor 388255,Gujarat,TripAdvisor,"Geetanjali Silk Palace, Gayatri Society, Balasinor, Mahisagar District, Balasinor, Gujarat",22.956131,73.338898,388255,No,#N/A
9143,Chronicles India,Chronicles India-Tamil NaduHeritage,Chronicles India,4.63,Heritage,Mamallapuram,Kancheepuram District;Kanchipuram,1,Door No: 36 East Raja Street Mahabalipuram 603104,Tamil Nadu,TripAdvisor,"Jothy Handcrafts, East Raja Street, Tirukalukundram, Kancheepuram District, Mamallapuram, Tamil Nadu",12.616571,80.193937,603104,No,#N/A
9144,Ranthambore Fort,Ranthambore Fort-RajasthanHeritage,Ranthambore Fort,4.2,Heritage,Sawai Madhopur,Sawai Madhopur District,1,322001,Rajasthan,TripAdvisor,"Ranthambore Hall, Saptar, Sawai Madhopur, Sawai Madhopur District, Sawai Madhopur, Rajasthan",26.014707,76.362808,322001,No,#N/A
9145,Fort St. Angelos,Fort St. Angelos-KeralaHeritage,Fort St. Angelos,4.47,Heritage,NULL,Kannur District,1,3 km from Kannur Centre Kannur,Kerala,TripAdvisor,"St Marys EM School Matool Centre, Kannur, Kannur District, Kerala",11.985897,75.271883,670302,No,#N/A
9148,Chandragiri Palaces and Fort,Chandragiri Palaces and Fort-Andhra PradeshHeritage,Chandragiri Palaces and Fort,4.03,Heritage,Tirupati,Chittoor District,1,11 Km From Tirupati Tirupati 517501,Andhra Pradesh,TripAdvisor,"KM Wedding Events, Tiruchanoor Road, Ashok Nagar, Tirupati Urban, Chittoor District, Tirupati, Andhra Pradesh",13.623363,79.430124,517501,No,#N/A
9151,Thirumalai Nayakar Mahal,Thirumalai Nayakar Mahal-Tamil NaduHeritage,Thirumalai Nayakar Mahal,3.92,Heritage,Madurai,Madurai District,1,Near Meenakshi Temple Madurai,Tamil Nadu,TripAdvisor,"Thirumalai Oil Store, East Masi Street, Meenakshi Amman Temple Area, Madurai Main, Madurai South, Madurai District, Madurai, Tamil Nadu",9.92108,78.12421,625001,No,#N/A
9152,National Gandhi Museum,National Gandhi Museum-DelhiHeritage,National Gandhi Museum,4.22,Heritage,New Delhi,Central District,1,Jawaharlal Nehru Marg New Delhi 110002,Delhi,TripAdvisor,"Gandhi National Museum, Firoz Shah Kotla Stadium, Darya Ganj, Central District, New Delhi, Delhi",28.638882,77.245973,110002,No,#N/A
9153,Mattancherry,Mattancherry-KeralaHeritage,Mattancherry,4.1,Heritage,Kochi,Ernakulam District,1,Kochi (Cochin),Kerala,TripAdvisor,"Mattancherry Palace Museum, Mattancherry, Kochi, Ernakulam District, Kochi, Kerala",9.958345,76.259349,682002,No,#N/A
9154,Kevada Masjid,Kevada Masjid-Uttar PradeshHeritage,Kevada Masjid,3.91,Heritage,NULL,Etawah District,1,Champaner-Pavagadh Archaeological Park Champaner,Uttar Pradesh,TripAdvisor,"Champaner, Etawah, Etawah District, Uttar Pradesh",26.816782,79.096093,206253,No,#N/A
9155,Jew Town,Jew Town-KeralaHeritage,Jew Town,4.21,Heritage,Kochi,Ernakulam District,1,Old Cochin Kochi (Cochin) 682002,Kerala,TripAdvisor,"6/207, Jew Town, Bazaar Road, Jewtown, Kappalandimukku, Mattancherry, Kochi, Ernakulam District, Kochi, Kerala",9.95601,76.259881,682002,No,#N/A
9156,Bandel,Bandel-West BengalHeritage,Bandel,4.37,Heritage,Bansberia,Hugli District,1,Hooghly,West Bengal,TripAdvisor,"Bandel Optical, Bandel Station Road, Bandel, Chinsurah Magra, Hugli District, Bansberia, West Bengal",22.918599,88.386451,712103,No,#N/A
9157,Chandragiri Fort,Chandragiri Fort-Andhra PradeshHeritage,Chandragiri Fort,4.5,Heritage,NULL,Chittoor District,1,10 Km From City Bekal,Andhra Pradesh,TripAdvisor,"Chandragiri Fort, Chandragiri Fort Road, Chandragiri, Chittoor District, Andhra Pradesh",13.582426,79.30474,517101,No,#N/A
9158,Old Delhi Bazaar Walk & Haveli Visit,Old Delhi Bazaar Walk & Haveli Visit-DelhiHeritage,Old Delhi Bazaar Walk & Haveli Visit,4.71,Heritage,New Delhi,West District,1,Masterji Kee Haveli New Delhi 110006,Delhi,TripAdvisor,"Walk N Talk Communication, Lala Ganesh Das Marg, Block S1, Old Mahavir Nagar, Tilak Nagar, Patel Nagar, West District, New Delhi, Delhi",28.638809,77.086621,110018,No,#N/A
9159,Baroda Museum And Picture Gallery,Baroda Museum And Picture Gallery-GujaratHeritage,Baroda Museum And Picture Gallery,4.22,Heritage,Vadodara,Vadodara District,1,Sayajibaug Vadodara,Gujarat,TripAdvisor,"Baroda Museum, Sayaji Baug, Kamatibag, Vadodara, Vadodara District, Vadodara, Gujarat",22.312114,73.188549,390002,No,#N/A
9160,Parasurameswara Temple,Parasurameswara Temple-Andhra PradeshHeritage,Parasurameswara Temple,4.37,Heritage,NULL,Chittoor District,1,Bhubaneswar 517526,Andhra Pradesh,TripAdvisor,"Temple, Yerpedu, Chittoor District, Andhra Pradesh",13.610152,79.554012,517526,No,#N/A
9161,Padmanabhapuram Palace,Padmanabhapuram Palace-Tamil NaduHeritage,Padmanabhapuram Palace,4.15,Heritage,Kanniyakumari,Kanniyakumari District,1,Padmanabhapuram Village Near Thuckalay Kanyakumari,Tamil Nadu,TripAdvisor,"Hotel Raja Palace, Peace Trust Road, Agastheeswaram, Kanniyakumari District, Kanniyakumari, Tamil Nadu",8.08439,77.54846,629702,No,#N/A
9162,Gurudwara Data Bandi Chhod Qilla Gwalior,Gurudwara Data Bandi Chhod Qilla Gwalior-Madhya PradeshHeritage,Gurudwara Data Bandi Chhod Qilla Gwalior,4.33,Heritage,Gwalior,Gwalior District,1,In Gwalior Fort Gwalior 474008,Madhya Pradesh,TripAdvisor,"Gwalior Fort, Gwalior Fort, Gwalior Gird, Gwalior District, Gwalior, Madhya Pradesh",26.226062,78.166684,474008,No,#N/A
9163,Thousand Pillar Temple,Thousand Pillar Temple-TelanganaHeritage,Thousand Pillar Temple,3.93,Heritage,Hanamkonda,Warangal Urban District,1,Warangal 506001,Telangana,TripAdvisor,"Temple, Kishanpura, Hanamkonda, Warangal Urban District, Hanamkonda, Telangana",18.013277,79.558226,506001,No,#N/A
9164,Christ Church,Christ Church-Himachal PradeshHeritage,Christ Church,4.21,Heritage,Shimla,Shimla District,1,Mall Rd Shimla 171001,Himachal Pradesh,TripAdvisor,"Christ Church, The Ridge, Shimla Urban, Shimla District, Shimla, Himachal Pradesh",31.104301,77.175841,171001,No,#N/A
9165,Kappad Beach,Kappad Beach-KeralaHeritage,Kappad Beach,4.41,Heritage,Kozhikode,Kozhikode District,1,Kozhikode,Kerala,TripAdvisor,"Marine Ground Beach Hospital, Beach Road, Mananchira, Kozhikode, Kozhikode District, Kozhikode, Kerala",11.250691,75.771524,673001,No,#N/A
9166,Gaumukh Reservoir,Gaumukh Reservoir-RajasthanHeritage,Gaumukh Reservoir,3.77,Heritage,Chittaurgarh,Chittaurgarh District,1,Western side of the Chittorgarh Fort Near Vijay Stambha and Samadhisvara Temple Chittaurgarh 312001,Rajasthan,TripAdvisor,"Temple, Chittaurgarh Fort Village, Chittaurgarh, Chittaurgarh District, Chittaurgarh, Rajasthan",24.895881,74.643792,312001,No,#N/A
9167,Sri Sri Radha Rasabihari Ji Temple,Sri Sri Radha Rasabihari Ji Temple-MaharashtraHeritage,Sri Sri Radha Rasabihari Ji Temple,4.47,Heritage,Mumbai,Mumbai Suburban District,1,Inside Bhaktivedanta School Near Shastri Nagar Mumbai 400053,Maharashtra,TripAdvisor,"Bhaktivedanta Swami Mission School, Phase D, Shastri Nagar, Andheri West, Mumbai Suburban, Mumbai Suburban District, Mumbai, Maharashtra",19.13811,72.829652,400053,No,#N/A
9169,Lake Pichola,Lake Pichola-RajasthanHeritage,Lake Pichola,4.25,Heritage,NULL,Udaipur District,1,Udaipur,Rajasthan,TripAdvisor,"Pichola Lake, Girwa, Udaipur District, Rajasthan",24.569696,73.680272,313001,No,#N/A
9173,Kankaleshwar Temple,Kankaleshwar Temple-MaharashtraHeritage,Kankaleshwar Temple,3.97,Heritage,Bid,Bid District,1,Beed Bir,Maharashtra,TripAdvisor,"Kankaleshwar Mandir, Bid, Bid District, Bid, Maharashtra",18.987596,75.768174,431122,No,#N/A
9175,Shinde Chatri,Shinde Chatri-MaharashtraHeritage,Shinde Chatri,4.18,Heritage,Pune,Pune District,1,Wanowrie Pune 411001,Maharashtra,TripAdvisor,"Shinde Chawl, Lumbini Nagar, Pune City, Pune District, Pune, Maharashtra",18.538543,73.873209,411001,No,#N/A
9176,St John's Church,St John's Church-MaharashtraHeritage,St John's Church,4.16,Heritage,Mumbai,Mumbai District,1,Colaba Rd Colaba Mumbai,Maharashtra,TripAdvisor,"RD Pathak Ceal Shop, Minoo Desai Marg, Colaba, Mumbai, Mumbai District, Mumbai, Maharashtra",18.918166,72.831517,400005,No,#N/A
9177,Sri Krishna Janmasthan,Sri Krishna Janmasthan-Uttar PradeshHeritage,Sri Krishna Janmasthan,4.28,Heritage,NULL,Mathura District,1,Katra Keshavadeva Mathura,Uttar Pradesh,TripAdvisor,"Sri Krishna Lok, Mathura, Mathura District, Uttar Pradesh",27.572343,77.619282,281003,No,#N/A
9178,Coochbehar Raj Bari,Coochbehar Raj Bari-West BengalHeritage,Coochbehar Raj Bari,4.09,Heritage,Koch Bihar,Koch Bihar District;Cooch Behar District,1,Near coochbehar mini bus stand Cooch Behar 736101,West Bengal,TripAdvisor,"Coochbehar Uchchabalika Vidyalaya, Cooch Behar I, Koch Bihar District, Koch Bihar, West Bengal",26.334156,89.442395,736101,No,#N/A
9180,Reis Magos Fort,Reis Magos Fort-GoaHeritage,Reis Magos Fort,4.56,Heritage,Reis Magos,North Goa District,1,Mandovi River Reis Magos Road Panjim 403114,Goa,TripAdvisor,"Village Panchayat Reis, Bardez, North Goa District, Reis Magos, Goa",15.507606,73.809736,403114,No,#N/A
9181,Mandore Garden,Mandore Garden-RajasthanHeritage,Mandore Garden,3.88,Heritage,Jodhpur,Jodhpur District,1,Jodhpur 342001,Rajasthan,TripAdvisor,"West Patel Nagar Garden, Ajit Colony, Jodhpur, Jodhpur District, Jodhpur, Rajasthan",26.281492,73.037503,342001,No,#N/A
9184,Bekal Fort,Bekal Fort-KeralaHeritage,Bekal Fort,4.46,Heritage,NULL,Kasaragod District,1,National Highway Nearest Railway Station : Pallikare or Kanhangad:13km Kasaragod,Kerala,TripAdvisor,"Bekal Fort Homestay, Hosdurg, Kasaragod District, Kerala",12.399699,75.060637,671316,No,#N/A
9185,Nehru Centre,Nehru Centre-Madhya PradeshHeritage,Nehru Centre,4.57,Heritage,Indore,Indore District,1,Lalbagh Palace Indore,Madhya Pradesh,TripAdvisor,"Dhenu Centre, Nehru Park, Shivaji Nagar, Indore, Indore District, Indore, Madhya Pradesh",22.721567,75.872229,452001,No,#N/A
9186,Pandav Caves,Pandav Caves-Madhya PradeshHeritage,Pandav Caves,4.05,Heritage,Pachmarhi,Hoshangabad District,1,Pachmarhi,Madhya Pradesh,TripAdvisor,"Pandav Caves, Pipariya, Hoshangabad District, Pachmarhi, Madhya Pradesh",22.458333,78.431944,461881,No,#N/A
9187,Himachal State Museum,Himachal State Museum-Himachal PradeshHeritage,Himachal State Museum,4.14,Heritage,Shimla,Shimla District,1,Mall Road Shimla,Himachal Pradesh,TripAdvisor,"Himachal State Museum, Chaura Maidan, Shimla Urban, Shimla District, Shimla, Himachal Pradesh",31.103485,77.151183,171004,No,#N/A
9188,Jyotisar Birthplace of Bhagavad Gita,Jyotisar Birthplace of Bhagavad Gita-HaryanaHeritage,Jyotisar Birthplace of Bhagavad Gita,3.8,Heritage,Kurukshetra,Kurukshetra District,1,Kurukshetra,Haryana,TripAdvisor,"Sacred Banyan Tree, Jyotisar, Thanesar, Kurukshetra District, Kurukshetra, Haryana",29.961667,76.771111,136119,No,#N/A
9189,Shehar Ki Masjid,Shehar Ki Masjid-GujaratHeritage,Shehar Ki Masjid,3.77,Heritage,Godhra,Panch Mahals District,1,Panchmahal District Champaner,Gujarat,TripAdvisor,"Panchmahal, Godhra, Panch Mahals District, Godhra, Gujarat",22.774838,73.63596,389001,No,#N/A
9190,Panch Ganga Temple,Panch Ganga Temple-MaharashtraHeritage,Panch Ganga Temple,3.97,Heritage,Mahabaleshwar,Satara District,1,Kshetra Mahabaleshwar Mahabaleshwar,Maharashtra,TripAdvisor,"Kshetra Mahabaleshwar, Mahabaleshwar, Satara District, Mahabaleshwar, Maharashtra",17.963266,73.662617,412806,No,#N/A
9191,Mandvi Gate,Mandvi Gate-GujaratHeritage,Mandvi Gate,3.87,Heritage,Vadodara,Vadodara District,1,Near Central Library Vadodara,Gujarat,TripAdvisor,"The Baroda, Mandvi Gate, Vadodara, Vadodara District, Vadodara, Gujarat",22.29833,73.202974,390001,No,#N/A
9192,Mani Bhavan Gandhi Museum,Mani Bhavan Gandhi Museum-MaharashtraHeritage,Mani Bhavan Gandhi Museum,4.3,Heritage,Mumbai,Mumbai District,1,19 Mani Bhavan Gandhi Museum Laburnam Rd Gamdevi Mumbai 400007,Maharashtra,TripAdvisor,"Mani Bhavan Gandhi Sangrahalaya, Laburnum Marg, Gamdevi, Mumbai, Mumbai District, Mumbai, Maharashtra",18.960131,72.811278,400007,No,#N/A
9193,Sri Krishna Museum,Sri Krishna Museum-HaryanaHeritage,Sri Krishna Museum,4.2,Heritage,Kurukshetra,Kurukshetra District,1,Near Brahma Sarovar Kurukshetra,Haryana,TripAdvisor,"Brahma Sarovar, Brahma Sarovar Area, Thanesar, Kurukshetra District, Kurukshetra, Haryana",29.961768,76.82582,136118,No,#N/A
9194,Odisha State Museum,Odisha State Museum-OdishaHeritage,Odisha State Museum,4.08,Heritage,Bhubaneswar,Khordha District,1,Puri Cuttack Road Bhubaneswar,Odisha,TripAdvisor,"Orissa State Cooperative Bank Cuttack Road, Cuttack Road, Laxmi Sagar, Bhubaneswar M Corp, Khordha District, Bhubaneswar, Odisha",20.26716,85.84785,751006,No,#N/A
9195,National Museum,National Museum-DelhiHeritage,National Museum,4.41,Heritage,New Delhi,New Delhi District,1,Janpath New Delhi 110011,Delhi,TripAdvisor,"National Museum, Central Secretariat, Chanakya Puri, New Delhi District, New Delhi, Delhi",28.611848,77.21927,110011,No,#N/A
9196,Jaigarh Fort,Jaigarh Fort-RajasthanHeritage,Jaigarh Fort,4.1,Heritage,Jaipur,Jaipur District,1,above Amber Fort Jaipur 302013,Rajasthan,TripAdvisor,"Laxminarayanpura, Amber, Jaipur District, Jaipur, Rajasthan",27.021662,75.801687,302013,No,#N/A
9197,Rajabai Clock Tower,Rajabai Clock Tower-MaharashtraHeritage,Rajabai Clock Tower,4.03,Heritage,Mumbai,Mumbai District,1,Bombay University Mumbai,Maharashtra,TripAdvisor,"University of Mumbai Fort, Mahatma Gandhi Marg, Mumbai University, Fort, Mumbai, Mumbai District, Mumbai, Maharashtra",18.929354,72.83102,400032,No,#N/A
9198,Ganakkuchi Satra,Ganakkuchi Satra-AssamHeritage,Ganakkuchi Satra,2.72,Heritage,NULL,Barpeta District,1,Near Barpeta Municipality Barpeta,Assam,TripAdvisor,"Patbaushi Satra, Barpeta, Barpeta District, Assam",26.296788,91.030679,781314,No,#N/A
9199,Gulab Bagh (Sajjan Niwas Garden),Gulab Bagh (Sajjan Niwas Garden)-RajasthanHeritage,Gulab Bagh (Sajjan Niwas Garden),4.04,Heritage,Udaipur,Udaipur District,1,Lake Palace Road Near Pichola Lake Udaipur,Rajasthan,TripAdvisor,"Gulab Bagh, Gulab Bagh, Girwa, Udaipur District, Udaipur, Rajasthan",24.571965,73.692778,313001,No,#N/A
9200,Bhimbetka Caves,Bhimbetka Caves-Madhya PradeshHeritage,Bhimbetka Caves,4.44,Heritage,NULL,Raisen District,1,Nr. Bhopal Raisen,Madhya Pradesh,TripAdvisor,"Bhimbetka Caves, Goharganj, Raisen District, Madhya Pradesh",22.938191,77.611499,464990,No,#N/A
9201,The Northern Gateway,The Northern Gateway-Madhya PradeshHeritage,The Northern Gateway,4.4,Heritage,NULL,Raisen District,1,Sanchi 10 Km From Besnagar Raisen,Madhya Pradesh,TripAdvisor,"Bharat Petroleum Petrol Pump, Raisen, Raisen District, Madhya Pradesh",23.35003,77.772524,464551,No,#N/A
9205,Heritage Walks with Surekha Narain,Heritage Walks with Surekha Narain-DelhiHeritage,Heritage Walks with Surekha Narain,4.84,Heritage,New Delhi,South District,1,A-17 Green Park New Delhi 110016,Delhi,TripAdvisor,"17, Block E, Green Park, Hauz Khas, South District, New Delhi, Delhi",28.556285,77.204137,110016,No,#N/A
9207,Madan Kamdev,Madan Kamdev-AssamHeritage,Madan Kamdev,4.06,Heritage,Guwahati,Kamrup Metropolitan District,1,Kamrup District Guwahati,Assam,TripAdvisor,"Madan Electric and Trading Company, SD Road, Machkhowa, North Guwahati Part, Kamrup Metropolitan District, Guwahati, Assam",26.180382,91.738145,781001,No,#N/A
9208,Chandragiri Fort,Chandragiri Fort-KeralaHeritage,Chandragiri Fort,3.92,Heritage,NULL,Kasaragod District,1,Chandragiri fort via Melparamba PO Kalnad Kasaragod 671317,Kerala,TripAdvisor,"Chandragiri, Kasaragod, Kasaragod District, Kerala",12.464342,75.002221,671317,No,#N/A
9211,Bhau Daji Lad Museum,Bhau Daji Lad Museum-MaharashtraHeritage,Bhau Daji Lad Museum,4.44,Heritage,Mumbai,Mumbai District,1,91A Dr. Babasaheb Ambedkar Road Byculla Mumbai 400027,Maharashtra,TripAdvisor,"Bhau Daji Lad Museum, Veer Mata Jiabai Bhonsle Udyan, Byculla East, Mumbai, Mumbai District, Mumbai, Maharashtra",18.979259,72.834811,400027,No,#N/A
9218,Sri Ranganathaswamy Temple,Sri Ranganathaswamy Temple-KarnatakaHeritage,Sri Ranganathaswamy Temple,4.29,Heritage,Srirangapatna,Mandya District,1,Temple Road Srirangapatna,Karnataka,TripAdvisor,"Sri Ranganathaswamy Temple, Sri Ranganatha Swamy Temple Road, Shrirangapattana, Mandya District, Srirangapatna, Karnataka",12.424927,76.679046,571438,No,#N/A
9220,Sri Meenakshi Temple,Sri Meenakshi Temple-Tamil NaduHeritage,Sri Meenakshi Temple,4.45,Heritage,Madurai,Madurai District,1,North Chitrai Street J K Plaza 10/20 Bye-Pass Road Madurai Tamil Nadu India Madurai 625001,Tamil Nadu,TripAdvisor,"State Bank of India ATM, E Chitrai Street, Meenakshi Amman Temple Area, Madurai Main, Madurai South, Madurai District, Madurai, Tamil Nadu",9.919492,78.120632,625001,No,#N/A
9223,Indian Museum (Jadu Ghar),Indian Museum (Jadu Ghar)-West BengalHeritage,Indian Museum (Jadu Ghar),4.04,Heritage,Kolkata,Kolkata District,1,27 Jawaharlal Nehru Rd Kolkata 700016,West Bengal,TripAdvisor,"Indian Museum, Jawaharlal Nehru Road, Esplanade, Dharmatala, Kolkata, Kolkata District, Kolkata, West Bengal",22.557945,88.350933,700016,No,#N/A
9224,Gurdwara Dukh Nivaran Sahib,Gurdwara Dukh Nivaran Sahib-PunjabHeritage,Gurdwara Dukh Nivaran Sahib,4.43,Heritage,NULL,Patiala District,1,Sirhind road Near Patiala Bus Stand and Patiala Railway Station Patiala 147001,Punjab,TripAdvisor,"Gurdwara Sahib, Patiala, Patiala District, Punjab",30.263044,76.197907,147001,No,#N/A
9225,Indira Gandhi Memorial Museum,Indira Gandhi Memorial Museum-DelhiHeritage,Indira Gandhi Memorial Museum,3.85,Heritage,New Delhi,New Delhi District,1,Safdarjung Road New Delhi 110011,Delhi,TripAdvisor,"Indira Gandhi Memorial Museum, Safdarjung Road, Tughlak Road Area, Chanakya Puri, New Delhi District, New Delhi, Delhi",28.599858,77.206202,110011,No,#N/A
